TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
ACER;0,83;;-0,52;-0,61;1,39;;;;-0,53;-1,29;-0,76;;;-0,55;-2,57;0,16;-116,59;-264,63;1.777,30;-2,27;3,27;0,00;;;;-1,36;-1,58;;20.304.871,00
ACET;1,20;;-0,45;0,22;0,19;;;;-0,47;1,34;1,79;-0,86;;0,27;-0,75;11,08;-48,17;-41,48;-48,14;0,86;0,14;0,00;;;;5,55;-2,67;;51.679.440,00
ACEV;9,78;;-24,18;-1,71;2,06;;;;-24,18;-30,41;-6,23;;;-4,44;-2,06;0,00;-7,08;-8,52;12,68;-1,20;1,20;0,00;;;;-5,71;-0,40;;83.063.496,00
ACEVU;9,60;;-23,74;-1,68;2,02;;;;-23,74;-30,41;-6,23;;;-4,36;-2,02;0,00;-7,08;-8,52;12,68;-1,20;1,20;0,00;;;;-5,71;-0,40;;83.063.496,00
ACEVW;0,16;;-0,40;-0,03;0,03;;;;-0,40;-30,41;-6,23;;;-0,07;-0,03;0,00;-7,08;-8,52;12,68;-1,20;1,20;0,00;;;;-5,71;-0,40;;83.063.496,00
ACGL;86,72;;14,56;2,21;0,60;32,75;20,93;18,85;12,60;14,16;1,05;0,18;2,74;;-0,60;;15,18;4,13;11,55;0,27;0,73;0,22;11,31;21,12;;39,24;5,96;;32.355.232.000,00
ACGLO;21,86;6,23;3,67;0,56;0,15;32,75;20,93;18,85;3,18;14,16;1,05;0,18;0,69;;-0,15;;15,18;4,13;11,55;0,27;0,73;0,22;11,31;21,12;;39,24;5,96;;32.355.232.000,00
ACGLP;24,99;;4,20;0,64;0,17;32,75;20,93;18,85;3,63;14,16;1,05;0,18;0,79;;-0,17;;15,18;4,13;11,55;0,27;0,73;0,22;11,31;21,12;;39,24;5,96;;32.355.232.000,00
ACH;9,04;;10,73;0,52;0,20;11,12;7,84;2,57;;8,47;4,95;0,74;0,28;9,95;-0,28;1,08;4,88;1,86;7,76;0,38;0,62;0,73;27,84;;;17,28;0,84;;6.195.995.208,00
ACHC;73,03;;24,89;2,31;1,31;96,27;16,04;9,74;11,77;18,00;2,88;0,44;2,42;46,04;-1,47;1,34;9,26;5,25;8,21;0,57;0,42;0,54;-1,65;6,45;;31,68;2,93;;6.734.570.995,00
ACHV;4,23;;-2,15;9,20;3,09;;;;-2,30;-2,04;0,24;-0,95;;3,89;-35,20;7,65;-428,29;-143,66;-153,66;0,34;0,66;0,00;;;;0,46;-1,97;;89.277.534,00
ACI;21,16;2,27;7,84;6,09;0,47;27,89;2,87;1,86;2,43;8,49;3,41;4,09;0,15;-7,33;-0,62;0,78;77,76;6,02;19,52;0,08;0,92;3,24;5,32;100,85;;3,47;2,70;;12.185.889.532,00
ACIA;114,99;;71,00;7,39;5,88;48,37;11,97;12,55;63,46;67,54;-6,95;-0,69;8,91;9,83;-25,15;4,56;10,41;8,28;9,43;0,80;0,20;0,66;26,01;80,21;;15,56;1,62;;4.884.783.364,29
ACIC;7,08;;-3,72;2,73;0,21;-59,01;-77,67;-16,43;-0,84;-1,33;-0,54;1,89;0,61;;-0,21;;-73,49;-5,72;-98,44;0,08;0,92;0,35;;;;2,59;-1,90;;307.318.020,00
ACIC.U;10,10;;-5,31;3,90;0,30;-59,01;-77,67;-16,43;-1,20;-1,33;-0,54;1,89;0,87;;-0,30;;-73,49;-5,72;-98,44;0,08;0,92;0,35;;;;2,59;-1,90;;307.318.020,00
ACIC.WS;1,68;;-0,88;0,65;0,05;-59,01;-77,67;-16,43;-0,20;-1,33;-0,54;1,89;0,15;;-0,05;;-73,49;-5,72;-98,44;0,08;0,92;0,35;;;;2,59;-1,90;;307.318.020,00
ACIU;2,86;;-3,31;1,21;1,12;100,00;-931,75;-936,40;-3,44;-1,30;2,03;-0,74;31,03;1,72;-3,98;10,85;-36,64;-33,88;-36,46;0,92;0,08;0,04;-27,19;;;2,36;-0,86;;238.899.518,00
ACIW;25,99;;38,02;2,41;0,92;48,20;13,34;5,42;8,66;20,56;5,11;0,80;2,06;11,46;-1,38;1,32;6,34;2,42;6,42;0,38;0,62;0,45;6,78;94,29;;10,78;0,68;;2.825.697.775,00
ACKI;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACKIT;10,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACKIU;10,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACKIW;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACLS;129,25;;20,49;5,69;3,77;42,67;22,85;20,19;17,62;16,36;-1,74;-0,55;4,14;6,03;-24,67;3,82;27,76;18,41;26,85;0,66;0,34;0,91;17,51;7,60;;22,72;6,31;;4.232.614.375,00
ACM;81,04;0,89;82,98;4,58;0,98;6,52;3,31;0,97;17,63;26,37;2,05;0,39;0,81;20,19;-2,18;1,10;5,52;1,19;8,21;0,21;0,79;1,22;-6,30;-1,76;;17,69;0,98;;11.242.419.872,00
ACMR;17,14;;15,40;1,49;0,78;49,53;23,83;14,48;8,82;7,68;-1,68;-0,27;2,23;1,90;-3,21;2,18;9,65;5,07;11,18;0,53;0,47;0,35;60,50;;;11,53;1,11;;1.028.785.650,00
ACN;316,28;1,82;28,89;7,73;3,87;32,34;14,33;10,72;17,31;20,64;-0,97;-0,35;3,10;36,94;-7,12;1,30;26,75;13,41;27,29;0,50;0,48;1,25;9,36;11,10;;40,94;10,95;;198.501.154.988,00
ACNB;35,21;3,18;7,67;1,17;0,13;0,00;43,22;33,15;5,29;-5,00;-10,88;-2,16;2,54;;-0,13;;15,20;1,64;13,18;0,11;0,89;0,05;10,55;29,58;;30,22;4,59;;299.556.117,00
ACND;9,52;;-10.948,00;98,53;1,19;;;;;-1.828,87;2,58;-0,14;;862,80;-1,19;2,45;-0,90;-0,01;-5,38;0,01;0,99;0,00;;;;0,10;0,00;;492.660.000,00
ACND.U;10,32;;-11.868,00;106,81;1,29;;;;;-1.828,87;2,58;-0,14;;935,31;-1,29;2,45;-0,90;-0,01;-5,38;0,01;0,99;0,00;;;;0,10;0,00;;492.660.000,00
ACND.WS;1,45;;-1.667,50;15,01;0,18;;;;;-1.828,87;2,58;-0,14;;131,41;-0,18;2,45;-0,90;-0,01;-5,38;0,01;0,99;0,00;;;;0,10;0,00;;492.660.000,00
ACOR;9,57;;-0,57;0,18;0,03;81,30;8,07;-17,89;0,20;17,16;15,90;2,21;0,10;0,34;-0,04;2,14;-30,82;-5,74;3,80;0,19;0,81;0,32;-27,41;;;54,64;-16,84;;11.886.897,00
ACP;6,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACRS;0,65;;-0,44;0,26;0,20;88,29;-337,90;-337,90;-0,44;0,70;1,14;-0,67;1,48;0,42;-0,45;5,82;-58,59;-44,69;-58,59;0,76;0,24;0,13;77,62;;;2,54;-1,49;;46.043.530,00
ACRX;0,46;;-0,28;0,72;0,42;-28,01;-1.269,37;-1.321,99;-0,31;0,00;0,29;-0,71;3,71;1,63;-0,85;2,09;-256,81;-150,96;-246,71;0,59;0,41;0,11;-26,03;;;0,64;-1,64;;7.516.446,00
ACST;2,11;;-0,47;0,31;0,27;;;;-0,38;0,04;0,42;-0,34;;0,92;-0,40;12,01;-65,50;-57,41;-95,46;0,88;0,12;0,00;;;;6,81;-4,46;;19.832.734,00
ACTC;18,09;;-9.804,64;125,50;2,24;;;;;-9.773,62;31,02;-0,40;;468,63;-2,26;2,22;-1,28;-0,02;-1,28;0,02;0,98;0,00;;;;0,14;0,00;;627.496.875,00
ACTCU;20,42;;-11.067,48;141,66;2,53;;;;;-9.773,62;31,02;-0,40;;528,99;-2,55;2,22;-1,28;-0,02;-1,28;0,02;0,98;0,00;;;;0,14;0,00;;627.496.875,00
ACTCW;6,01;;-3.257,37;41,69;0,74;;;;;-9.773,62;31,02;-0,40;;155,69;-0,75;2,22;-1,28;-0,02;-1,28;0,02;0,98;0,00;;;;0,14;0,00;;627.496.875,00
ACTG;3,63;;974,70;1,12;0,68;25,91;7,66;0,72;20,69;-2,24;-93,76;-1,15;7,01;0,89;-7,41;6,24;0,11;0,07;0,92;0,61;0,35;0,10;-1,97;;;3,25;0,00;;362.587.269,00
ACV;18,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAP;0,47;;-1,17;0,84;0,31;100,00;-124,81;-128,63;-1,31;1,11;2,32;-1,62;1,50;0,57;-1,31;3,44;-71,87;-26,54;-71,87;0,37;0,63;0,21;-6,42;;;0,56;-0,40;;106.300.840,00
ADBE;593,07;;56,10;18,79;10,10;87,76;35,45;28,00;;43,96;-0,35;-0,15;15,71;256,92;-14,79;1,14;33,49;18,00;27,49;0,54;0,46;0,64;21,94;32,77;;31,57;10,57;;270.024.771.000,00
ADCT;0,41;;-0,18;0,29;0,06;95,67;-245,19;-199,01;;1,07;1,21;-2,42;0,35;0,09;-0,34;5,76;-162,09;-35,92;-119,48;0,22;0,78;0,18;;;;1,43;-2,32;;33.063.425,00
ADES;2,09;;-3,62;0,39;0,29;23,13;-18,49;-20,33;-7,53;-1,81;2,17;-0,21;0,74;0,90;-0,51;4,16;-10,82;-8,10;-8,86;0,75;0,25;0,40;17,82;;;5,34;-0,58;;68.444.365,00
ADI;171,25;1,95;22,74;2,38;1,73;65,23;33,69;29,23;12,82;21,08;1,35;0,16;6,65;42,58;-1,92;1,71;10,45;7,60;9,31;0,73;0,27;0,26;18,02;27,83;;72,05;7,53;;85.336.272.500,00
ADIL;1,99;;-0,31;0,73;0,64;;;;-0,23;-0,11;0,11;-0,37;;1,53;-1,40;4,43;-234,97;-206,25;-325,20;0,88;0,12;0,00;;;;2,72;-6,40;;2.423.820,00
ADILW;0,00;;;;;;;;;-0,11;0,11;-0,37;;;;4,43;-234,97;-206,25;-325,20;0,88;0,12;0,00;;;;2,72;-6,40;;2.423.820,00
ADM;72,92;2,40;9,88;1,54;0,71;7,78;5,56;4,06;6,05;7,05;-0,17;-0,04;0,40;3,13;-1,58;1,69;15,61;7,15;13,60;0,46;0,54;1,76;10,80;22,16;;47,30;7,38;;38.894.164.396,00
ADMA;3,76;;-20,99;5,76;2,47;27,41;-7,96;-19,36;-138,11;-55,77;-4,70;0,53;4,06;3,77;-11,01;6,35;-27,45;-11,75;-5,77;0,43;0,57;0,61;46,59;;;0,65;-0,18;;845.648.064,00
ADMP;0,78;;-0,29;-0,75;0,80;-28,82;-495,00;-495,89;-0,31;-0,17;0,13;;1,44;-1,35;-4,77;0,58;-258,90;-276,19;258,46;-1,07;2,05;0,56;-18,31;;;-1,03;-2,68;;7.300.098,00
ADMS;8,22;;-6,00;-17,42;2,61;97,64;-55,47;-71,11;-8,37;-8,63;-0,94;;4,27;4,47;-10,46;4,53;-290,23;-43,55;-45,54;-0,15;1,15;0,61;107,92;;;-0,47;-1,37;;376.369.140,00
ADNT;31,57;;25,71;1,36;0,31;6,96;3,40;0,75;3,44;8,80;3,12;0,75;0,19;4,31;-0,58;1,18;5,29;1,21;8,67;0,23;0,73;1,62;-2,73;;;23,21;1,23;;2.956.742.019,00
ADOC;11,57;;-21,41;-7,34;4,41;;;;-21,81;-21,80;0,01;;;-7,35;-4,45;0,01;-34,31;-20,60;33,68;-0,60;0,61;0,00;;;;-1,58;-0,54;;42.327.688,00
ADOCR;0,09;;-0,17;-0,06;0,03;;;;-0,17;-21,80;0,01;;;-0,06;-0,03;0,01;-34,31;-20,60;33,68;-0,60;0,61;0,00;;;;-1,58;-0,54;;42.327.688,00
ADOCW;0,01;;-0,02;-0,01;0,00;;;;-0,02;-21,80;0,01;;;-0,01;0,00;0,01;-34,31;-20,60;33,68;-0,60;0,61;0,00;;;;-1,58;-0,54;;42.327.688,00
ADP;226,81;2,20;27,34;26,58;1,83;44,74;26,04;18,94;14,91;20,08;0,19;0,26;5,18;-156,26;-10,60;0,99;97,23;6,69;56,41;0,07;0,93;0,35;6,29;12,60;;8,53;8,30;;93.288.041.688,00
ADPT;3,39;;-2,57;1,24;0,64;64,09;-94,74;-100,69;-3,03;-0,41;2,32;-1,05;2,59;1,29;-1,70;5,00;-48,21;-24,97;-45,36;0,52;0,48;0,25;36,96;;;2,74;-1,32;;490.346.889,00
ADSK;211,61;;51,76;37,51;4,97;90,45;19,97;16,77;38,30;43,65;0,20;0,17;8,68;-42,92;-7,20;0,73;72,47;9,60;26,29;0,13;0,87;0,57;19,47;;;5,64;4,09;;45.234.515.396,00
ADT;5,67;2,47;-140,79;1,58;0,30;68,71;4,30;-0,58;3,03;52,79;33,94;2,84;0,81;-6,84;-0,33;0,67;-1,12;-0,21;1,16;0,19;0,81;0,37;8,18;-17,28;;3,60;-0,04;;5.226.726.771,00
ADTN;5,50;6,55;-6,11;0,55;0,23;28,94;-11,66;-5,25;-14,91;-3,28;-0,53;0,11;0,32;0,80;-0,42;2,75;-9,05;-3,76;-24,05;0,42;0,35;0,72;8,99;;;9,94;-0,90;;432.749.900,00
ADTX;4,25;;-0,03;-0,21;0,11;18,88;-2.665,40;-2.891,14;-0,04;-0,13;-0,10;;0,85;-0,11;-0,16;0,22;-708,40;-375,76;2.016,60;-0,53;1,53;0,13;;;;-20,33;-144,03;;808.775,00
ADUS;82,21;;23,10;1,95;1,29;31,69;8,24;5,61;13,37;16,70;0,99;0,12;1,30;18,61;-1,62;1,51;8,43;5,57;8,05;0,66;0,34;0,99;17,43;30,95;;42,20;3,56;;1.333.010.487,00
ADV;2,09;;-0,46;0,62;0,16;12,96;-35,11;-34,72;-0,55;-1,68;-1,22;1,65;0,16;1,29;-0,23;1,88;-133,68;-35,39;-53,35;0,26;0,73;1,02;;;;3,36;-4,50;;678.308.246,00
ADVM;0,87;;-0,66;0,67;0,36;100,00;-3.704,42;-3.706,47;-0,68;0,40;1,06;-1,08;24,41;0,86;-0,93;3,31;-101,74;-55,27;-101,74;0,54;0,46;0,01;;;;1,30;-1,32;;87.863.910,00
ADVWW;0,11;;-0,02;0,03;0,01;12,96;-35,11;-34,72;-0,03;-1,68;-1,22;1,65;0,01;0,07;-0,01;1,88;-133,68;-35,39;-53,35;0,26;0,73;1,02;;;;3,36;-4,50;;678.308.246,00
ADX;17,34;6,17;147,91;1,67;1,63;100,00;0,00;53,31;;;;0,00;78,85;-451,93;-1,63;0,16;1,13;1,10;;0,98;0,02;0,02;1,51;42,97;;10,41;0,12;;1.925.208.821,58
ADXN;5,43;;-0,20;0,63;0,38;100,00;-1.369,85;-1.394,12;;0,21;0,41;-1,28;2,76;0,65;-9,90;2,55;-316,80;-191,02;-311,28;0,60;0,40;0,14;;;;8,65;-27,39;;4.463.460,00
ADXS;0,80;;-0,27;0,16;0,15;100,00;-5.723,60;-5.743,60;-0,28;1,49;1,76;-1,07;15,48;0,17;-22,64;11,18;-60,77;-55,38;-60,77;0,91;0,09;0,01;-53,92;;;4,88;-2,97;;3.870.640,00
AEB;25,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AEE;75,15;3,30;17,69;1,85;0,51;41,63;22,25;13,65;5,95;19,65;8,80;1,50;2,42;-16,13;-0,53;0,62;10,43;2,87;6,13;0,27;0,73;0,21;5,21;15,48;;40,71;4,25;;19.745.624.925,00
AEFC;20,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AEG;5,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AEGN;29,99;;-31,39;2,30;1,04;22,94;-0,29;-3,24;38,33;-393,53;-45,81;0,30;1,02;3,70;-2,20;2,14;-7,34;-3,31;-0,63;0,45;0,55;1,02;-9,54;;;13,02;-0,96;;922.491.320,36
